houseid,description,price,bedrooms,bathrooms,floor_area,land_area,latitude,longitude,city,province
187,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 132sqm",9584000.0,5.0,3.0,142.0,132.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
188,"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ella 110sqm",7618000.0,5.0,3.0,100.0,110.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
189,"BTS 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Criselle 63sqm",4383000.0,2.0,1.0,40.0,63.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
190,"Single Storey Modern Smart House For Sale in Bayanihan, BF Homes, Paranaque City",31800000.0,4.0,5.0,,308.0,14.4462789,121.0274109,B.F. Homes,Paranaque
191,"4BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Dani 146sqm",7340000.0,4.0,3.0,83.0,146.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
192,Avida Land an Ayala land Company House and Lot in Pampanga,8000000.0,3.0,2.0,84.0,84.0,15.1451282,120.6028533,Mining,Angeles
193,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",34016000.0,3.0,3.0,247.4,93.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
194,"3-Bedroom Townhouse for Sale in Kawit, Cavite at Lancaster New City | ANICA Model",2389000.0,3.0,1.0,50.0,50.0,14.4129793,120.8886677,San Sebastian,Kawit
195,"3BR Single Attached House and Lot for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village, SA65",4928000.0,3.0,1.0,65.0,116.0,13.9984308,121.1674592,Bugtong Na Pulo,Lipa
196,"Ready For You: 2BR Townhouse (TH53) for Sale in Lipa, Batangas | The Villages at Lipa - Brook Village at Php 63,433 monthly amortization",4006000.0,2.0,1.0,53.0,52.0,13.9984308,121.1674592,Bugtong Na Pulo,Lipa
197,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Greta 143sqm",10956000.0,5.0,3.0,166.0,143.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
198,"4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana w/ CB 141sqm",8686000.0,4.0,3.0,85.0,141.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
199,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 65sqm",3230000.0,2.0,1.0,36.0,65.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
200,"RFO 2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 89sqm",5772000.0,2.0,2.0,53.0,89.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
201,"5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Freya 121sqm",8732000.0,5.0,3.0,142.0,121.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
202,"RFO 4BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Dana Combo 204sqm",10863000.0,4.0,3.0,85.0,204.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
203,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 42sqm",2793000.0,2.0,1.0,36.0,42.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
204,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle EU 63sqm",3309000.0,2.0,1.0,36.0,63.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
205,"3BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Cara w/ CB 110sqm",6650000.0,3.0,2.0,66.0,110.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
206,"2BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Bella 88sqm",5079000.0,2.0,2.0,53.0,88.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
207,"2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Arielle IU 40sqm",2698000.0,2.0,1.0,36.0,40.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
208,"RFO 5BR 2-Storey House and Lot for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Elaisa",10692000.0,5.0,3.0,97.0,121.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
209,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena EU",4263000.0,2.0,1.0,40.0,60.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
210,"4-Bedroom 3-Storey Townhouse for Sale in Dasmariñas, Cavite | The Villas at Dasmariñas Highlands",9500000.0,4.0,4.0,132.0,66.0,14.3152974,120.9450966,Aguinaldo Highway San Agustin I,Dasmarinas
211,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",28090000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
212,"4BR 2-Storey Single Detached House and Lot for Sale in Compostela, Cebu at Amoa | Asha Model",7021000.0,4.0,2.0,82.0,120.0,10.4382884,123.9947249,Tamiao,Compostela
213,"Ready For You: Duplex House and Lot Side by Side for Sale in Capas, Tarlac at Ajoya Capas at Php 28,108.33 monthly amortization",3573000.0,,2.0,66.0,80.0,15.38374425,120.5870832,Talaga,Capas
214,"For Sale 3BR Single Attached-Complete House and Lot in Santa Maria, Bulacan at North Orchard Residences",5183808.0,3.0,2.0,75.3,80.0,14.8482305,120.969695,Caysio Rd. Caysio,Santa Maria
215,"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara w/ CB 99sqm",6924000.0,3.0,2.0,66.0,99.0,14.87426,120.7915336,Longos,Malolos
216,"For Sale 3-Bedroom Townhouse in Tanza, Cavite at Micara Estates | PORTIA Typical Corner Unit w/ Fence",2839149.0,3.0,1.0,45.0,62.0,14.372626,120.8262141,Antero Soriano Highway Sahud Ulan,Tanza
217,"Beautiful House and Lot with 4BR for Sale in BF East Phase 6, Muntinlupa City",43000000.0,4.0,3.0,400.0,350.0,14.4378843,121.0503212,Cupang,Muntinlupa
218,4 Bedrooms Single House in Katarungan Village in Muntinlupa City,13000000.0,4.0,2.0,219.0,120.0,14.3840514,121.0083596,Daang Hari Alabang Poblacion,Muntinlupa
219,"RFO 2BR 2-Storey Townhouse for Sale in Cabanatuan, Nueva Ecija at Camella Nueva Ecija | Ravena IU",3302000.0,2.0,1.0,40.0,42.0,15.468244,120.9764138,Emilio Vergara Hwy Santa Arcadia,Cabanatuan
220,"2BR 2-Storey Townhouse for Sale in Compostela, Cebu at Amoa | AMITA - End",4389000.0,2.0,2.0,53.0,70.0,10.4382884,123.9947249,Tamiao,Compostela
221,5BR 2-Storey House and Lot for Sale in Tarlac City at Camella Tarlac | Freya w/ CB 176sqm,11245000.0,5.0,3.0,142.0,176.0,15.4777848,120.6140745,Camella Tarlac Access Rd. Maliwalo,Tarlac
222,"3-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | AIRA Model",5282600.0,3.0,2.0,80.0,92.0,14.3723207,120.8976745,Pasong Camachile I,General Trias
223,"3BR 2-Storey House and Lot for Sale in Malolos, Bulacan at Camella Provence | Cara",6754000.0,3.0,2.0,66.0,99.0,14.87426,120.7915336,Longos,Malolos
224,"2 Storey, 2 Bedroom, House & Lot @ Praverde Residences in Dasmariñas, Cavite",10746000.0,3.0,3.0,115.0,121.0,14.2964321,120.9666029,Governor'S Dr,4114 Dasmarinas
225,"3-Bedroom House and Lot for Sale in Pavia, Iloilo at Parc Regency Residences | PALMS Model",3198000.0,3.0,2.0,60.0,100.0,10.7529006,122.5376029,Ungka Ii,Pavia
226,"Ventura Real | Sapphire 2BR House for Sale in Calamba, Laguna | Futura by Filinvest",4678200.0,2.0,1.0,62.8,88.0,14.1708274,121.0996381,Pueblo Solana In Ciudad De Calamba Bubuyan,Calamba
227,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",27088000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
228,"3BR SD House and Lot for Sale in Urdaneta, Pangasinan at Camella Urdaneta | Cara w/ CB 141sqm",8237000.0,3.0,2.0,66.0,141.0,16.0015834,120.5760561,Macarthur Hwy Anonas,Urdaneta
229,"New Fields Phase 2 | 2BR House and Lot for Sale in Teresa, Rizal | Futura by Filinvest",4470800.0,2.0,1.0,40.3,85.0,14.5663993,121.2157297,Manna East Dalig,Teresa
230,"3-Bedroom House and Lot for Sale in Kawit, Cavite at Lancaster New City | MARGARET Model",5690000.0,3.0,2.0,72.0,100.0,14.4129793,120.8886677,San Sebastian,Kawit
231,"Ready For You: 1BR SD House and Lot (Aruna) for Sale in Compostela, Cebu at Amoa",6033000.0,1.0,1.0,,,10.4382884,123.9947249,Tamiao,Compostela
232,"2-Storey House, 5 Bedrooms in Camella Silang Terrazas| Freya",12684000.0,5.0,3.0,142.0,174.0,14.2568411,120.965521,Adlas,Silang
233,"4-Bedroom House and Lot for Sale in General Trias, Cavite at Lancaster New City | BRIANA Model",6756360.0,4.0,3.0,110.0,100.0,14.3723207,120.8976745,Pasong Camachile I,General Trias
234,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit (Garden Unit)",28216000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
235,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Typical Unit,31111000.0,3.0,3.0,247.4,92.0,14.4378843,121.0503212,Cupang,Muntinlupa
236,"Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Typical Unit",31111000.0,3.0,3.0,247.4,92.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
237,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit (Garden Unit)",26953000.0,3.0,3.0,219.3,91.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
238,Likha Residences | Pre-selling 3BR 3-Storey Townhouse for Sale near Alabang in Muntinlupa | Unit Facing Clubhouse,32539000.0,3.0,3.0,247.4,93.0,14.4378843,121.0503212,Cupang,Muntinlupa
239,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Corner Unit",34604000.0,3.0,3.0,247.4,94.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
240,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26365000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
241,"3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | End Unit (Garden Unit)",26365000.0,3.0,3.0,219.3,90.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
242,"Shophouse for Sale in Capas, Tarlac at Ajoya Capas",8723000.0,,2.0,99.0,60.0,15.38374425,120.5870832,Talaga,Capas
243,"RFO 3BR 3-Storey Townhouse for Sale near Alabang in Likha Residences, Muntinlupa | Unit Facing Clubhouse",32568000.0,3.0,3.0,247.4,92.0,14.4321626,121.0452418,Km. 19 West Service Rd. Cupang,Muntinlupa
244,"3BR Single Attached-Complete House and Lot for Sale in Santa Maria, Bulacan at North Orchard Residences",5183808.0,3.0,2.0,75.3,80.0,14.8482305,120.969695,Caysio Rd. Caysio,Santa Maria
245,Futura Homes Koronadal | Amber 2BR Duplex House for Sale in South Cotabato | Futura by Filinvest,3528200.0,2.0,1.0,40.3,84.0,6.4918813,124.7994309,Purok Hurtado Concepcion,Koronadal
246,"5BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Ella w/ CB 163sqm",8463000.0,5.0,3.0,100.0,163.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
247,"2BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Criselle 73sqm",3790000.0,2.0,1.0,40.0,73.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
248,"3BR 2-Storey House and Lot for Sale in Subic, Zambales at Camella Subic | Cara 95sqm",6060000.0,3.0,2.0,66.0,95.0,14.9131781,120.2282421,Aningway Sacatihan,Subic
249,3-Bedroom Quadruplex House and Lot for Sale in General Trias Cavite at Minami Residences | HANNA Model,4058400.0,3.0,2.0,54.0,80.0,14.3443205,120.9058453,Arnaldo Highway Santiago,General Trias
250,"Townhouse for Sale 2 bedroom in San Rafael, Bulacan at Primeworld Enclave",1800000.0,2.0,1.0,46.0,41.0,14.9717467,120.9434431,Caingin,San Rafael
